,course_name,skill_label
15112,"Spanisch für Anfänger und Fortgeschrittene, alle Niveaustufen A1 - C2",Spanisch
15113,"Spanisch für Anfänger und Fortgeschrittene, alle Niveaustufen A1 - C2",Internationales Recht
15114,"Spanisch für Anfänger und Fortgeschrittene, alle Niveaustufen A1 - C2",Prägen
15115,"Spanisch für Anfänger und Fortgeschrittene, alle Niveaustufen A1 - C2",Spanisch sprechen
15116,Augenoptikermeister/in - Meistervorbereitung Teile I + II,R
15117,Augenoptikermeister/in - Meistervorbereitung Teile I + II,Optik
15118,Kontaktlinsen I,Beratung
15119,Low Vision I,Sehbehinderung
15120,Optometrist/in (HwK),Histologie
15121,Optometrist/in (HwK),Neurophysiologie
15122,Optometrist/in (HwK),Pathologie
15123,Optometrist/in (HwK),Epidemiologie
15124,Optometrist/in (HwK),Biostatistik
15125,Optometrist/in (HwK),Immunologie
15126,Optometrist/in (HwK),Pharmakologie
15127,"Sicherheitsfachkraft mit Befähigungsnachweis Hundeführer/ Bewachung (2 Module, auch einzeln buchbar)",Waren sichern
15128,Atemtherapie - reflektorisch und ganzheitlich,Atemtherapie
15129,Atemtherapie - reflektorisch und ganzheitlich,Yoga
15130,Atemtherapie - reflektorisch und ganzheitlich,Griechisch
15131,Atemtherapie - reflektorisch und ganzheitlich,Medizin
15132,Atemtherapie - reflektorisch und ganzheitlich,Psychologie
15133,Atemtherapie - reflektorisch und ganzheitlich,andere führen
15134,Atemtherapie - reflektorisch und ganzheitlich,Erste Hilfe
15135,Atemtherapie - reflektorisch und ganzheitlich,Gesundheitserziehung
15136,Cranio- Sakral- Ausbildung - ASO - Kurse einzeln buchbar,Osteopathie
15137,Demenz - Therapie- und Behandlungsmöglichkeiten - Demenz in der Einzel- und Gruppentherapie,Kommunikation
15138,Demenz - Therapie- und Behandlungsmöglichkeiten - Demenz in der Einzel- und Gruppentherapie,Konfliktmanagement
15139,Existenzgründung - Mit richtigen Schritten in die Selbstständigkeit?,Buchführung
15140,Existenzgründung - Mit richtigen Schritten in die Selbstständigkeit?,Steuerrecht
15141,Läsionsketten - Myofasziale Läsionsketten,Physiotherapie
15142,Osteopathie - Ausbildungen - modularisierte 5-jährige Ausbildung zum Osteopathen,Osteopathie
15143,Praxisnachfolge - Wie Sie die Nachfolge richtig vorbereiten und gestalten,planen
15144,Praxisnachfolge - Wie Sie die Nachfolge richtig vorbereiten und gestalten,Waren sichern
15145,Rezeptionsfachkraft für Physiotherapie - Noventi Health Care GmbH - Schulung für Rezeptionsfachkräfte,Physiotherapie
15146,Rezeptionsfachkraft für Physiotherapie - Noventi Health Care GmbH - Schulung für Rezeptionsfachkräfte,Kommunikation
15147,Schmerztherapie - Online-Kursserie - einzeln buchbar,Kommunikation
15148,Schmerztherapie - Online-Kursserie - einzeln buchbar,Psychologie
15149,Schmerztherapie - Online-Kursserie - einzeln buchbar,Akupressur
15150,Schmerztherapie - Online-Kursserie - einzeln buchbar,Traditionelle Chinesische Medizin
15151,Schmerztherapie - Online-Kursserie - einzeln buchbar,Medizin
15152,Schmerztherapie - Online-Kursserie - einzeln buchbar,Geriatrie
15153,Schmerztherapie - Online-Kursserie - einzeln buchbar,Neurologie
15154,Skoliosebehandlung ganzheitlich - Grundkurs/Aufbaukurs in Anlehnung an die Schroth-Therapie,Kontraindikationen
15155,Triggerpunkttherapie Myo-Faszial = Schmerztherapie / Vorbereitung auf Blankoverordnung und den First Kontakt - Basiskurs 3,E-Learning
15156,Zentrifugalmassage,Kontraindikationen
15157,Grundlagenseminar im Vergaberecht (Online),Vergaberecht
15158,Grundlagenseminar im Vergaberecht (Online),Wettbewerbsrecht
15159,Grundlagenseminar im Öffentlichen Haushaltsrecht (Online),öffentliches Recht
15160,"Master-Studiengang ""Wirtschaftsrecht für Technologieunternehmen""",Wirtschaftsrecht
15161,"Master-Studiengang ""Wirtschaftsrecht für Technologieunternehmen""",Urheberrecht
15162,"Master-Studiengang ""Wirtschaftsrecht für Technologieunternehmen""",Vergaberecht
15163,"Master-Studiengang ""Wirtschaftsrecht für Technologieunternehmen""",Wettbewerbsrecht
15164,"Master-Studiengang ""Wirtschaftsrecht für Technologieunternehmen""",Datenschutz
15165,"Master-Studiengang ""Wirtschaftsrecht für Technologieunternehmen""",Steuerrecht
15166,"Master-Studiengang ""Wirtschaftsrecht für Technologieunternehmen""",Risikomanagement
15167,"Master-Studiengang ""Wirtschaftsrecht für Technologieunternehmen""",Patente
15168,"Master-Studiengang ""Wirtschaftsrecht für Technologieunternehmen""",Medienrecht
15169,"Master-Studiengang ""Wirtschaftsrecht für Technologieunternehmen""",Presserecht
15170,Projektmanagement Intensivkurs,öffentliches Recht
15171,Projektmanagement Intensivkurs,Vergaberecht
15172,Projektmanagement Intensivkurs,planen
15173,Projektmanagement Intensivkurs,Risikomanagement
15174,ABAP Delta: Erweiterung bis SAP NW 7.0,ABAP
15175,ABAP Delta: Erweiterung bis SAP NW 7.0,Waren zusammenstellen
15176,ABAP Workbench: Konzepte und Tools,ABAP
15177,Administration von MySQL,MySQL
15178,Administration von MySQL,DB2
15179,Administration von MySQL,Betriebssysteme
15180,Administration von MySQL,SQL
15181,Adobe Acrobat Aufbau: Dynamische PDF-Formulare,Datenbank
15182,Adobe Acrobat Aufbau: Dynamische PDF-Formulare,JavaScript
15183,Adobe Acrobat Einführung: Erstellen von PDF-Dokumenten,Kommunikation
15184,Adobe Acrobat Einführung: Erstellen von PDF-Dokumenten,Fotos machen
15185,Adobe Acrobat Professional - Barrierefreie PDF-Dateien,öffentliches Recht
15186,Adobe Acrobat XI für Umsteiger/-innen,JavaScript
15187,Adobe Dreamweaver Aufbau,ASP.NET
15188,Adobe Dreamweaver Aufbau,JavaScript
15189,Adobe Dreamweaver Einführung,Urheberrecht
15190,Adobe Dreamweaver Einführung,Datenschutz
15191,Adobe Illustrator Aufbau,Adobe Illustrator
15192,Adobe Illustrator Einführung,Adobe Illustrator
15193,Adobe Illustrator Einführung,Typografie
15194,Adobe Illustrator für Freehand-Umsteiger/-innen,Adobe Illustrator
15195,Adobe Illustrator im Bereich Modedesign,Adobe Illustrator
15196,Adobe Illustrator im Bereich Modedesign,technische Zeichnungen
15197,Adobe InDesign Aufbau,Erste Hilfe
15198,Adobe InDesign Aufbau,Waren verpacken
15199,Adobe InDesign Einführung,Betriebssysteme
15200,Adobe InDesign Einführung,Waren verpacken
15201,Adobe Photoshop Einführung,Adobe Photoshop
15202,Adobe Photoshop Einführung,Waren sichern
15203,Adobe Photoshop Einführung,Typografie
15204,Adobe Photoshop Vertiefung,Adobe Photoshop
15205,Adobe Photoshop Vertiefung,Reprografie
15206,"Advanced MySQL Workshop (Replikation, Partitionierung, Prozeduren, Trigger, Funktionen)",MySQL
15207,Agiles Projektmanagement,agiles Projektmanagement
15208,AI-102 Designing and Implementing an Azure AI Solution,C#
15209,AI-102 Designing and Implementing an Azure AI Solution,Verarbeitung natürlicher Sprache
15210,AI-102 Designing and Implementing an Azure AI Solution,Spracherkennung
15211,AI-102 Designing and Implementing an Azure AI Solution,Bilder analysieren
15212,Anwendungsentwicklung mit JavaFX,Erste Hilfe
15213,Anwendungsentwicklung mit JavaFX,CSS
15214,Anwendungsentwicklung mit JavaFX,Datenbank
15215,Aperture - professionelle Bildbearbeitung,Fotos machen
15216,Arbeitsrecht für Führungskräfte,Arbeitsrecht
15217,"Aufbau eines LAMP-Servers (Apache, MySQL, PHP auf Linux)",MySQL
15218,"Aufbau eines LAMP-Servers (Apache, MySQL, PHP auf Linux)",PHP
15219,"Aufbau eines LAMP-Servers (Apache, MySQL, PHP auf Linux)",Betriebssysteme
15220,"Aufbau eines LAMP-Servers (Apache, MySQL, PHP auf Linux)",Datenbank
15221,Ausbildung der Ausbilder/-innen  AdA  Vollzeit,Waren sichern
15222,Ausbildung der Ausbilder/-innen  AdA  Vollzeit,planen
15223,Ausbildung der Ausbilder/-innen AdA  Teil IV der Meisterprüfung - berufsbegleitend,planen
15224,Ausbildung der Ausbilder/-innen AdA  Teil IV der Meisterprüfung - berufsbegleitend,Waren sichern
15225,AZ-010 Azure Administration for AWS SysOps,planen
15226,AZ-030 Microsoft Azure Technologies for AWS Architects,SQL
15227,AZ-030 Microsoft Azure Technologies for AWS Architects,Datenbank
15228,AZ-030 Microsoft Azure Technologies for AWS Architects,Migration
15229,AZ-104 Microsoft Azure Administrator,Waren sichern
15230,AZ-120 Planning and Administering Microsoft Azure for SAP Workloads,Migration
15231,AZ-120 Planning and Administering Microsoft Azure for SAP Workloads,planen
15232,AZ-120 Planning and Administering Microsoft Azure for SAP Workloads,Waren sichern
15233,AZ-120 Planning and Administering Microsoft Azure for SAP Workloads,Betriebssysteme
15234,AZ-140 Configuring and Operating Windows Virtual Desktop on Microsoft Azure,planen
15235,AZ-204 Developing Solutions for Microsoft Azure,Erste Hilfe
15236,AZ-204 Developing Solutions for Microsoft Azure,Waren sichern
15237,AZ-220 Microsoft Azure IoT Developer,Kommunikation
15238,AZ-220 Microsoft Azure IoT Developer,Datenspeicherung
15239,AZ-303 Microsoft Azure Architect Technologies,Migration
15240,AZ-304 Microsoft Azure Architect Design,Migration
15241,AZ-304 Microsoft Azure Architect Design,Computertechnologie
15242,AZ-400 Microsoft Azure DevOps Solutions (Module T01 - T07),Migration
15243,AZ-400 Microsoft Azure DevOps Solutions (Module T01 - T07),DevOps
15244,AZ-500 Microsoft Azure Security Technologies,Erste Hilfe
15245,AZ-600 Configuring and Operating a Hybrid Cloud with Microsoft Azure Stack Hub,planen
15246,AZ-600 Configuring and Operating a Hybrid Cloud with Microsoft Azure Stack Hub,Erste Hilfe
15247,AZ-700 Designing and Implementing Microsoft Azure Networking Solutions,öffentliches Recht
15248,AZ-900 Microsoft Azure Fundamentals,Datenschutz
15249,AZ-900 Microsoft Azure Fundamentals,öffentliches Recht
15250,AZ-900 Microsoft Azure Fundamentals,Waren sichern
15251,AZ-900 Microsoft Azure Fundamentals,planen
15252,Bewerbungsgespräche führen,andere führen
15253,BlackBerry Enterprise Service 10,andere führen
15254,BlackBerry Enterprise Service 10,BlackBerry
15255,BlackBerry Support und Admin BlackBerry UEM,BlackBerry
15256,BlackBerry Support und Admin BlackBerry UEM,LDAP
15257,BlackBerry Support und Admin BlackBerry UEM,iOS
15258,Buchführung (Aufbau),Buchführung
15259,Buchführung (Aufbau),Jahresabschluss
15260,Buchführung (Aufbau),Steuerrecht
15261,Buchführung (Basis),Buchführung
15262,Buchführung (Basis),Jahresabschluss
15263,Buchführung (Basis),Erste Hilfe
15264,Buchführung (Basis),andere führen
15265,Business Knigge  stilsicheres Auftreten,Spielregeln
15266,Business Knigge  stilsicheres Auftreten,Internationales Recht
15267,Business Knigge  stilsicheres Auftreten,Kommunikation
15268,Business Mailings unter Office,Umfrage
15269,CCNP Routing and Switching Power Workshop (CCNPPW),Cisco
15270,Cisco CCNA-Kompaktseminar: berufsbegleitender Abendkurs,Cisco
15271,Cisco CCNA-Kompaktseminar: berufsbegleitender Abendkurs,Netzwerke aufbauen
15272,Cisco Certified Network Associate: CCNA-Kompaktseminar,Cisco
15273,Cisco Certified Network Associate: CCNA-Kompaktseminar,iOS
15274,Cisco Certified Network Associate: CCNA-Kompaktseminar,Netzwerke aufbauen
15275,Cisco Certified Network Associate: CCNA-Kompaktseminar für Einsteiger/-innen,Cisco
15276,Cisco Certified Network Associate: CCNA-Kompaktseminar für Einsteiger/-innen,Netzwerke aufbauen
15277,Cisco Certified Network Professional: CCNP-Power Workshop,Cisco
15278,Cisco Certified Network Professional: CCNP-Power Workshop,planen
15279,Cisco Certified Network Professional: CCNP-Power Workshop,Waren sichern
15280,Citrix Hypervisor (XenServer) 8.2 LTSR Administration,Waren sichern
15281,Citrix Hypervisor (XenServer) 8.2 LTSR Administration,Migration
15282,Citrix NetScaler Essentials,Waren sichern
15283,Citrix NetScaler Essentials and Unified Gateway,Inbetriebnahme
15284,Citrix NetScaler Essentials and Unified Gateway,Firmware
15285,Citrix Provisioning Services 7.1 Administration,Kommunikation
15286,Citrix Virtual Apps and Desktops (XenApp/XenDesktop) 7 1912 LTSR Administration On-Premises and Cloud,Migration
15287,Citrix Virtual Apps and Desktops (XenApp/XenDesktop) 7 1912 LTSR Advanced Administration,Datenbank
15288,Citrix XenApp / XenDesktop 7.1x Administration,Kommunikation
15289,Citrix XenApp / XenDesktop 7.6 Administration,Kommunikation
15290,Citrix XenApp / XenDesktop 7.6 Administration (ohne PVS XenClient),Kommunikation
15291,Citrix XenApp / XenDesktop 7.6 Help Desk Support,Probleme lösen
15292,Citrix XenApp / XenDesktop 7.6 Help Desk Support,strategisch denken
15293,Citrix XenApp / XenDesktop 7.8 Administration,Kommunikation
15294,Citrix XenApp / XenDesktop 7.8 Administration (ohne PVS/XenClient),Kommunikation
15295,Citrix XenApp / XenDesktop 7.8 Advanced Administration,Datenbank
15296,Citrix XenApp / XenDesktop 7.9 Administration,Kommunikation
15297,Citrix XenApp / XenDesktop 7.9 Administration (ohne PVS/DesktopPlayer),Kommunikation
15298,Citrix XenApp 6.5 Advanced Administration,sich selbst darstellen
15299,Citrix XenApp 6.5 Advanced Administration,Kommunikation
15300,Citrix XenApp/XenDesktop 7.12 Administration light (ohne PVS/DesktopPlayer),Kommunikation
15301,Citrix XenApp/XenDesktop 7.12 Advanced Administration,Datenbank
15302,Citrix XenApp/XenDesktop 7.15 LTSR Administration,Kommunikation
15303,Citrix XenApp/XenDesktop 7.15 LTSR Administration ohne PVS/DesktopPlayer,Kommunikation
15304,Citrix XenApp/XenDesktop 7.15 LTSR Advanced Administration,Datenbank
15305,Citrix XenApp/XenDesktop 7.9 Advanced Administration,Datenbank
15306,Citrix XenServer 6.2 - Administration,Migration
15307,Citrix XenServer 6.5 - Administration,Waren sichern
15308,Citrix XenServer 7.0 - Administration,Migration
15309,Citrix XenServer 7.1 LTSR - Administration,Waren sichern
15310,Citrix XenServer 7.1 LTSR - Administration,andere führen
15311,Cloud Computing für Entscheider/-innen,andere führen
15312,Cloud Computing für Entscheider/-innen,Erste Hilfe
15313,Cloud Computing für Entscheider/-innen,Datenschutz
15314,Cloud Computing mit der Microsoft Azure SQL-Datenbank,SQL
15315,Cloud Computing mit der Microsoft Azure SQL-Datenbank,SQL Server
15316,Cloud Computing mit der Microsoft Azure SQL-Datenbank,Software installieren
15317,Configuring Cisco MDS 9000 Series Switches (DCMDS),Cisco
15318,Corel PhotoPaint Grundlagen,Bildbearbeitungsprogramm
15319,Corel PhotoPaint Grundlagen,Waren sichern
15320,CorelDRAW Einführung,Typografie
15321,CorelDRAW Vertiefung,technische Zeichnungen
15322,Deploying Advanced Cisco Wireless LANs (WDAWL),Cisco
15323,Deploying Basic Cisco Wireless LANs (WDBWL),Cisco
15324,Deploying Cisco Wireless Enterprise Networks (WIDEPLOY),Cisco
15325,Deploying Cisco Wireless Enterprise Networks (WIDEPLOY),Voicen
15326,Deploying Enterprise Mobility Solutions with Citrix XenMobile,MDX
15327,Deploying Enterprise Mobility Solutions with Citrix XenMobile,iOS
15328,Der IT-Grundschutz nach dem BSI,auf Details achten
15329,Designing App and Desktop Solutions with Citrix XenApp / XenDesktop,in Architekturfragen beraten
15330,Designing App and Desktop Solutions with Citrix XenApp / XenDesktop,andere beraten
15331,Designing Cisco Data Center Infrastructure (DCID),Cisco
15332,Designing Cisco Enterprise Networks (ENSLD),Cisco
15333,Designing Cisco Enterprise Wireless Network (ENWLSD),Cisco
15334,Designing Cisco Wireless Enterprise Networks (WIDESIGN),Cisco
15335,Developing Applications for Cisco Webex and Webex Devices (DEVWBX),Cisco
15336,Developing Applications for Cisco Webex and Webex Devices (DEVWBX),JavaScript
15337,Developing Applications Using Cisco Core Platforms and APIs (DEVCOR),Cisco
15338,Developing Solutions Using Cisco IoT and Edge Platforms (DEVIOT),Cisco
15339,Die Skriptsprache Perl,Perl
15340,Die Strategie des Verkaufens (Aufbau),Perl
15341,Die Strategie des Verkaufens (Aufbau),Rhetorik
15342,Die Strategie des Verkaufens (Aufbau),Körpersprache
15343,DP-050 Migrate SQL workloads to Azure,SQL
15344,DP-050 Migrate SQL workloads to Azure,Migration
15345,DP-050 Migrate SQL workloads to Azure,Datenbank
15346,DP-060 Migrate NoSQL workloads to Azure Cosmos DB,NoSQL
15347,DP-060 Migrate NoSQL workloads to Azure Cosmos DB,Migration
15348,DP-070 Migrate Open Source Data Workloads to Azure,Migration
15349,DP-070 Migrate Open Source Data Workloads to Azure,MySQL
15350,DP-070 Migrate Open Source Data Workloads to Azure,SQL
15351,DP-070 Migrate Open Source Data Workloads to Azure,PostgreSQL
15352,DP-100 Designing and Implementing a Data Science Solution on Azure,Migration
15353,DP-100 Designing and Implementing a Data Science Solution on Azure,maschinelles Lernen
15354,DP-203 Data Engineering on Microsoft Azure,maschinelles Lernen
15355,DP-203 Data Engineering on Microsoft Azure,Erste Hilfe
15356,DP-203 Data Engineering on Microsoft Azure,Waren sichern
15357,DP-203 Data Engineering on Microsoft Azure,SQL
15358,DP-203 Data Engineering on Microsoft Azure,Daten verwalten
15359,DP-203 Data Engineering on Microsoft Azure,SPARK
15360,DP-300 Administering Relational Databases on Microsoft Azure,SQL
15361,DP-300 Administering Relational Databases on Microsoft Azure,SQL Server
15362,DP-900 Microsoft Azure Data Fundamentals,Daten untersuchen
15363,DP-900 Microsoft Azure Data Fundamentals,Datenspeicherung
15364,Dynamische Webinhalte mit PHP,PHP
15365,Dynamische Webinhalte mit PHP,Datenbank
15366,Dynamische Webinhalte mit PHP,MySQL
15367,Dynamische Webinhalte mit PHP,andere führen
15368,Effektive Arbeitsgestaltung in MS Outlook,MySQL
15369,Effektive Arbeitsgestaltung in MS Outlook,planen
15370,Einführung in Microsoft Teams für die Teilnahme an Online-Trainings,planen
15371,Einführung in Microsoft Teams für die Teilnahme an Online-Trainings,ein Team führen
15372,Einführung in Microsoft Teams für die Teilnahme an Online-Trainings,andere führen
15373,Einstieg und Grundlagen in MySQL 5,MySQL
15374,Einstieg und Grundlagen in MySQL 5,Datenbankmanagementsysteme
